Date,crypto1,crypto2,zscore,signal,status,buy price,sell price,mtm,pnl,Cointegration test
2019-02-10,0.04283,0.001946,4.108180356169152,SELL,SELL,0.001946,0.04283,,0,Yes
2019-02-11,0.041733,0.001906,2.175664407116103,SELL,SELL,0.001946,0.04283,5.285000000000004,0,Yes
2019-02-12,0.041751,0.001894,1.7996092227192675,,CB,,,5.134999999999984,5.134999999999984,No
2019-02-13,0.041118,0.001893,1.0792362126089943,,,,,,5.134999999999984,No
2019-02-14,0.04054,0.001897,0.5208190862351114,,,,,,5.134999999999984,No
2019-02-15,0.0406,0.001908,0.28723748438598645,,,,,,5.134999999999984,No
2019-02-16,0.041026,0.001924,0.21335069306333543,,,,,,5.134999999999984,No
2019-02-17,0.041452,0.001992,-0.7654432037723219,,,,,,5.134999999999984,No
2019-02-18,0.045605,0.002114,0.3230551985459218,,,,,,5.134999999999984,No
2019-02-19,0.046158,0.002067,2.0691120886560124,,,,,,5.134999999999984,No
2019-02-20,0.047551,0.002079,2.800809074907031,,,,,,5.134999999999984,No
2019-02-21,0.044969,0.002028,0.8132515289651675,,,,,,5.134999999999984,No
2019-02-22,0.046163,0.002056,1.2173537782520678,,,,,,5.134999999999984,No
2019-02-23,0.048593,0.002083,2.4567228152632277,,,,,,5.134999999999984,No
2019-02-24,0.042456,0.001974,-0.5726272103924193,,,,,,5.134999999999984,No
2019-02-25,0.044043,0.00203,-0.3433278520306252,,,,,,5.134999999999984,No
2019-02-26,0.043304,0.002023,-0.8255292899162172,,,,,,5.134999999999984,No
2019-02-27,0.04327,0.002019,-0.8094860442953736,,,,,,5.134999999999984,No
2019-02-28,0.043123,0.001976,-0.3925516693718472,,,,,,5.134999999999984,No
2019-03-01,0.043279,0.001994,-0.6414330869553134,,,,,,5.134999999999984,No
2019-03-02,0.042838,0.002003,-1.0627004061402783,,,,,,5.134999999999984,No
2019-03-03,0.042312,0.001999,-1.275525968928328,,,,,,5.134999999999984,No
2019-03-04,0.040602,0.001982,-2.2351274651221535,,,,,,5.134999999999984,No
2019-03-05,0.043212,0.001985,0.27784589824117956,,,,,,5.134999999999984,No
2019-03-06,0.042843,0.001983,0.4509493892574671,,,,,,5.134999999999984,No
2019-03-07,0.042944,0.001991,0.327622365744058,,,,,,5.134999999999984,No
2019-03-08,0.042664,0.00198,0.30953162741556645,,,,,,5.134999999999984,No
2019-03-09,0.046728,0.001998,4.95346929261631,,,,,,5.134999999999984,No
2019-03-10,0.045698,0.001999,1.7607547933323704,,,,,,5.134999999999984,No
2019-03-11,0.047633,0.001966,3.064952276111829,SELL,SELL,0.001966,0.047633,,5.134999999999984,Yes
2019-03-12,0.047397,0.002012,1.4451554725863422,,SELL,0.001966,0.047633,1.4100000000000008,5.134999999999984,Yes
2019-03-13,0.04659,0.002025,0.7067146983628432,,SELL,0.001966,0.047633,5.510000000000011,5.134999999999984,Yes
2019-03-14,0.048055,0.002039,1.0457507538953543,,SELL,0.001966,0.047633,-1.744999999999993,5.134999999999984,Yes
2019-03-15,0.050077,0.002048,1.7789340543704897,,CB,,,-11.81000000000001,-6.675000000000026,No
2019-03-16,0.051621,0.002077,1.7682567778368918,SELL,SELL,0.002077,0.051621,,-6.675000000000026,Yes
2019-03-17,0.050207,0.002081,0.7826547708560602,,SELL,0.002077,0.051621,7.089999999999994,-6.675000000000026,Yes
2019-03-18,0.050452,0.002083,0.7329675478370486,,SELL,0.002077,0.051621,5.875000000000019,-6.675000000000026,Yes
2019-03-19,0.052594,0.002091,2.1078712977033787,SELL,SELL,0.002077,0.051621,-4.795000000000008,-6.675000000000026,Yes
2019-03-20,0.053891,0.002061,2.9011986822638702,,CB,,,-11.430000000000007,-18.105000000000032,No
2019-03-21,0.0529,0.002054,1.6543296252325062,,,,,,-18.105000000000032,No
2019-03-22,0.058062,0.002052,3.757969242205631,,,,,,-18.105000000000032,No
2019-03-23,0.063781,0.002064,3.8446939391891117,,,,,,-18.105000000000032,No
2019-03-24,0.061704,0.002054,1.9904489299526746,,,,,,-18.105000000000032,No
2019-03-25,0.059025,0.002043,1.0931163477984422,,,,,,-18.105000000000032,No
2019-03-26,0.06237,0.002054,1.4689945745492177,,,,,,-18.105000000000032,No
2019-03-27,0.067595,0.002085,1.9084318072287427,,,,,,-18.105000000000032,No
2019-03-28,0.065828,0.002074,1.3006753464832639,,,,,,-18.105000000000032,No
2019-03-29,0.071289,0.002087,1.9646338604818032,,,,,,-18.105000000000032,No
2019-03-30,0.071739,0.00208,1.7199317388052686,,,,,,-18.105000000000032,No
2019-03-31,0.069746,0.00208,1.0883461730833952,,,,,,-18.105000000000032,No
2019-04-01,0.07233,0.002461,-1.0231671480341384,,,,,,-18.105000000000032,No
2019-04-02,0.085467,0.002795,-0.5153728653563141,,,,,,-18.105000000000032,No
2019-04-03,0.090723,0.003164,-1.5613021015298756,,,,,,-18.105000000000032,No
2019-04-04,0.08737,0.003697,-4.326914576336273,,,,,,-18.105000000000032,No
2019-04-05,0.091226,0.00359,-1.7971505569521657,,,,,,-18.105000000000032,No
2019-04-06,0.090289,0.003439,-1.1609209993568501,,,,,,-18.105000000000032,No
2019-04-07,0.090484,0.003418,-0.8867134126051531,,,,,,-18.105000000000032,No
2019-04-08,0.087009,0.003045,-0.12528713205987071,,,,,,-18.105000000000032,No
2019-04-09,0.083749,0.002884,0.16019863421854164,,,,,,-18.105000000000032,No
2019-04-10,0.089964,0.003021,0.6373365387387208,,,,,,-18.105000000000032,No
2019-04-11,0.083385,0.002789,0.9824888539092987,,,,,,-18.105000000000032,No
2019-04-12,0.083463,0.002856,0.6549923925591216,,,,,,-18.105000000000032,No
2019-04-13,0.083731,0.002872,0.7234286536329129,,,,,,-18.105000000000032,No
2019-04-14,0.084643,0.002882,0.7891600079545842,,,,,,-18.105000000000032,No
2019-04-15,0.082307,0.00279,0.7587260594938641,,,,,,-18.105000000000032,No
2019-04-16,0.083783,0.002835,0.6637781436291947,,,,,,-18.105000000000032,No
2019-04-17,0.083074,0.00281,0.5369501911746511,,,,,,-18.105000000000032,No
2019-04-18,0.081775,0.002946,-4.484337913470308,,,,,,-18.105000000000032,No
2019-04-19,0.0795,0.002893,-3.2066606269169817,,,,,,-18.105000000000032,No
2019-04-20,0.076506,0.002902,-3.6153944879971895,,,,,,-18.105000000000032,No
2019-04-21,0.074106,0.00276,-1.7532045820018858,,,,,,-18.105000000000032,No
2019-04-22,0.07804,0.002798,-0.4794733228519971,,,,,,-18.105000000000032,No
2019-04-23,0.074524,0.002772,-1.2650986819771675,,,,,,-18.105000000000032,No
2019-04-24,0.072645,0.002599,-0.12087068071380169,,,,,,-18.105000000000032,No
2019-04-25,0.069244,0.002506,-0.2925325437505398,,,,,,-18.105000000000032,No
2019-04-26,0.069219,0.002519,-0.2984793956582616,,,,,,-18.105000000000032,No
2019-04-27,0.070196,0.002516,0.4013569709682594,,,,,,-18.105000000000032,No
2019-04-28,0.068591,0.002531,-0.6104813004506914,,,,,,-18.105000000000032,No
2019-04-29,0.064631,0.002466,-2.2840792694477092,,,,,,-18.105000000000032,No
2019-04-30,0.070346,0.002513,1.2490991519843873,,,,,,-18.105000000000032,No
2019-05-01,0.069014,0.002521,-0.01248223005093897,,,,,,-18.105000000000032,No
2019-05-02,0.068579,0.002611,-2.175503507145151,,,,,,-18.105000000000032,No
2019-05-03,0.069858,0.002721,-2.626273354706755,,,,,,-18.105000000000032,No
2019-05-04,0.06688,0.00268,-2.8838793972850914,,,,,,-18.105000000000032,No
2019-05-05,0.066146,0.002653,-2.009699264666276,,,,,,-18.105000000000032,No
2019-05-06,0.06678,0.002542,-0.27102256544972814,,,,,,-18.105000000000032,No
2019-05-07,0.064036,0.002536,-1.1649651472402105,,,,,,-18.105000000000032,No
2019-05-08,0.064606,0.002537,-0.7421211205809746,,,,,,-18.105000000000032,No
2019-05-09,0.061691,0.0025,-1.4574756010180914,,,,,,-18.105000000000032,No
2019-05-10,0.063428,0.002522,-0.7086918962165911,,,,,,-18.105000000000032,No
2019-05-11,0.075171,0.002754,2.1432302817608155,,,,,,-18.105000000000032,No
2019-05-12,0.070086,0.002665,0.9378170438532308,,,,,,-18.105000000000032,No
2019-05-13,0.073072,0.002756,1.2054097491986924,,,,,,-18.105000000000032,No
2019-05-14,0.084505,0.003068,2.242410600696757,,,,,,-18.105000000000032,No
2019-05-15,0.093951,0.003308,2.5225954603708205,,,,,,-18.105000000000032,No
2019-05-16,0.088161,0.003168,1.3566700581955766,,,,,,-18.105000000000032,No
2019-05-17,0.08326,0.002962,1.3492851714752476,,,,,,-18.105000000000032,No
2019-05-18,0.079104,0.003005,-0.30198319638542753,,,,,,-18.105000000000032,No
2019-05-19,0.086996,0.003178,0.4869712848984198,,,,,,-18.105000000000032,No
2019-05-20,0.084848,0.003041,0.8604587564796994,,,,,,-18.105000000000032,No
2019-05-21,0.084617,0.003086,0.0973332077077306,,,,,,-18.105000000000032,No
2019-05-22,0.077955,0.002939,-1.1847899538443716,,,,,,-18.105000000000032,No
2019-05-23,0.08069,0.002961,-0.19662358937447208,,,,,,-18.105000000000032,No
2019-05-24,0.080869,0.002995,-0.7412168211997148,,,,,,-18.105000000000032,No
2019-05-25,0.080502,0.002991,-0.7774188696827882,,,,,,-18.105000000000032,No
2019-05-26,0.086014,0.003092,0.9926737639408346,,,,,,-18.105000000000032,Yes
2019-05-27,0.091695,0.003141,3.3591910909847567,SELL,SELL,0.003141,0.091695,,-18.105000000000032,Yes
2019-05-28,0.092815,0.003148,2.6781711823980894,SELL,SELL,0.003141,0.091695,-5.56499999999998,-18.105000000000032,Yes
2019-05-29,0.090867,0.003127,1.5016738893275812,,SELL,0.003141,0.091695,4.069999999999977,-18.105000000000032,Yes
2019-05-30,0.08451,0.003258,-1.9997314644967754,BUY,SELL,0.003141,0.091695,36.509999999999984,-18.105000000000032,Yes
2019-05-31,0.089441,0.003441,-1.4895522430657198,,SELL,0.003141,0.091695,12.76999999999996,-18.105000000000032,Yes
2019-06-01,0.090533,0.003419,-0.8295815591106454,,SELL,0.003141,0.091695,7.1999999999999815,-18.105000000000032,Yes
2019-06-02,0.096578,0.003398,0.7406228561127776,,SELL,0.003141,0.091695,-23.129999999999992,-18.105000000000032,Yes
2019-06-03,0.088708,0.003198,0.10773259424482179,,SELL,0.003141,0.091695,15.220000000000017,-18.105000000000032,Yes
2019-06-04,0.082486,0.003042,-0.44745823585894295,,SELL,0.003141,0.091695,45.549999999999976,-18.105000000000032,Yes
2019-06-05,0.083438,0.00307,-0.4167501422059688,,SELL,0.003141,0.091695,40.93,-18.105000000000032,Yes
2019-06-06,0.083472,0.003087,-0.4751131473686774,,SELL,0.003141,0.091695,40.84499999999997,-18.105000000000032,Yes
2019-06-07,0.085807,0.00311,0.14733898333052092,,SELL,0.003141,0.091695,29.28500000000002,-18.105000000000032,Yes
2019-06-08,0.084213,0.003084,0.0712793753382536,,SELL,0.003141,0.091695,37.12500000000001,-18.105000000000032,Yes
2019-06-09,0.07947,0.003012,-0.9442852043784189,,SELL,0.003141,0.091695,60.48,-18.105000000000032,Yes
2019-06-10,0.085537,0.003091,0.8162703776156309,,SELL,0.003141,0.091695,30.539999999999985,-18.105000000000032,Yes
2019-06-11,0.087965,0.003058,2.509430753759321,SELL,SELL,0.003141,0.091695,18.234999999999985,-18.105000000000032,Yes
2019-06-12,0.096525,0.003067,5.67010470910935,SELL,SELL,0.003141,0.091695,-24.520000000000007,-18.105000000000032,Yes
2019-06-13,0.089739,0.003074,1.0554784909538653,,SELL,0.003141,0.091695,9.444999999999997,-18.105000000000032,Yes
2019-06-14,0.090619,0.003124,0.7709924870097391,,SELL,0.003141,0.091695,5.294999999999967,-18.105000000000032,Yes
2019-06-15,0.091683,0.003157,0.6556083576046222,,SELL,0.003141,0.091695,0.1399999999999904,-18.105000000000032,Yes
2019-06-16,0.092321,0.003186,0.48046291677168756,,SELL,0.003141,0.091695,-2.9050000000000082,-18.105000000000032,Yes
2019-06-17,0.093557,0.00319,0.6148349168120085,,SELL,0.003141,0.091695,-9.065000000000014,-18.105000000000032,Yes
2019-06-18,0.089148,0.003125,-0.12203420815115729,,SELL,0.003141,0.091695,12.65499999999997,-18.105000000000032,Yes
2019-06-19,0.089979,0.00313,-0.052434404551425264,,SELL,0.003141,0.091695,8.524999999999975,-18.105000000000032,Yes
2019-06-20,0.087385,0.003161,-1.6250377637339308,,SELL,0.003141,0.091695,21.649999999999974,-18.105000000000032,Yes
2019-06-21,0.089562,0.003223,-1.445245384407587,,SELL,0.003141,0.091695,11.07499999999998,-18.105000000000032,Yes
2019-06-22,0.094367,0.003279,-0.18228413333806445,,SELL,0.003141,0.091695,-12.67000000000004,-18.105000000000032,Yes
2019-06-23,0.096644,0.003304,1.0053032728766587,,SELL,0.003141,0.091695,-23.929999999999975,-18.105000000000032,Yes
2019-06-24,0.097719,0.003368,0.5610194131806552,,SELL,0.003141,0.091695,-28.98500000000001,-18.105000000000032,Yes
2019-06-25,0.096357,0.003392,-0.5435454440355723,,SELL,0.003141,0.091695,-22.055,-18.105000000000032,Yes
2019-06-26,0.09682,0.003379,0.022418939181102434,,SELL,0.003141,0.091695,-24.43500000000002,-18.105000000000032,Yes
2019-06-27,0.086449,0.003329,-5.215663293999678,BUY,SELL,0.003141,0.091695,27.17,-18.105000000000032,Yes
2019-06-28,0.089295,0.00349,-3.0380672066905903,BUY,SELL,0.003141,0.091695,13.744999999999996,-18.105000000000032,Yes
2019-06-29,0.090422,0.003405,-1.168895207368019,,SELL,0.003141,0.091695,7.684999999999981,-18.105000000000032,Yes
2019-06-30,0.082098,0.003258,-2.1138469094811003,BUY,SELL,0.003141,0.091695,48.56999999999997,-18.105000000000032,Yes
2019-07-01,0.083822,0.003238,-1.110583080906936,,SELL,0.003141,0.091695,39.85000000000002,-18.105000000000032,Yes
2019-07-02,0.081077,0.003204,-1.3352968851477227,,SELL,0.003141,0.091695,53.40500000000001,-18.105000000000032,Yes
2019-07-03,0.082998,0.003313,-1.261811963691337,,SELL,0.003141,0.091695,44.344999999999985,-18.105000000000032,Yes
2019-07-04,0.077774,0.003229,-1.7853563919057416,BUY,SELL,0.003141,0.091695,70.04500000000002,-18.105000000000032,Yes
2019-07-05,0.076532,0.003867,-5.283657419715156,BUY,SELL,0.003141,0.091695,79.44499999999998,-18.105000000000032,Yes
2019-07-06,0.077335,0.003547,-1.5650228646332467,,CB,,,73.82999999999998,55.72499999999995,No
2019-07-07,0.079964,0.003633,-1.19406711079217,,,,,,55.72499999999995,No
2019-07-08,0.080476,0.003559,-0.6772836553096792,,,,,,55.72499999999995,No
2019-07-09,0.077993,0.003549,-0.8663166676247184,,,,,,55.72499999999995,No
2019-07-10,0.07194,0.003424,-1.2412532932265081,,,,,,55.72499999999995,No
2019-07-11,0.065199,0.003243,-1.5403606103906986,,,,,,55.72499999999995,No
2019-07-12,0.069754,0.00334,-0.8140892187903783,,,,,,55.72499999999995,No
2019-07-13,0.06677,0.003249,-0.8871209020658656,,,,,,55.72499999999995,No
2019-07-14,0.059429,0.003014,-1.5021672961293624,,,,,,55.72499999999995,No
2019-07-15,0.059537,0.003092,-1.916846174487907,,,,,,55.72499999999995,No
2019-07-16,0.052052,0.002825,-2.5828380241169753,,,,,,55.72499999999995,No
2019-07-17,0.055239,0.00303,-2.0125487604211907,,,,,,55.72499999999995,No
2019-07-18,0.058772,0.003121,-1.0737218290766757,,,,,,55.72499999999995,No
2019-07-19,0.059787,0.003059,-0.27841375821799746,,,,,,55.72499999999995,No
2019-07-20,0.062958,0.003118,0.5882346507677095,,,,,,55.72499999999995,No
2019-07-21,0.061203,0.003076,0.39966623562938197,,,,,,55.72499999999995,No
2019-07-22,0.059466,0.002997,0.36428582472214205,,,,,,55.72499999999995,No
2019-07-23,0.055812,0.00288,-0.07775652189119651,,,,,,55.72499999999995,No
2019-07-24,0.059046,0.002915,1.4669379229741861,,,,,,55.72499999999995,No
2019-07-25,0.058664,0.002921,1.0341092386578614,,,,,,55.72499999999995,No
2019-07-26,0.062884,0.002921,2.7874683965924327,,,,,,55.72499999999995,No
2019-07-27,0.059871,0.002823,1.6637025919898507,,,,,,55.72499999999995,No
2019-07-28,0.059474,0.002859,0.9593696115604785,,,,,,55.72499999999995,No
2019-07-29,0.060393,0.00284,1.4838404560316656,,,,,,55.72499999999995,No
2019-07-30,0.059944,0.002817,1.2268165594521352,,,,,,55.72499999999995,No
2019-07-31,0.060152,0.002899,0.2885889874797105,,,,,,55.72499999999995,No
2019-08-01,0.058872,0.002957,-1.066754658431901,,,,,,55.72499999999995,No
2019-08-02,0.057412,0.002909,-1.3557658777747879,,,,,,55.72499999999995,No
2019-08-03,0.057763,0.002912,-1.3921242649088044,,,,,,55.72499999999995,No
2019-08-04,0.056271,0.002938,-2.3426731065088915,,,,,,55.72499999999995,No
2019-08-05,0.05668,0.003087,-2.9224982949697282,,,,,,55.72499999999995,No
2019-08-06,0.053369,0.00295,-2.3411541706794456,,,,,,55.72499999999995,No
2019-08-07,0.051906,0.003006,-2.5931087596867255,,,,,,55.72499999999995,No
2019-08-08,0.05197,0.002928,-1.4318125518624532,,,,,,55.72499999999995,No
2019-08-09,0.047641,0.002904,-2.3857719219038915,,,,,,55.72499999999995,No
2019-08-10,0.051981,0.002842,-0.30015762098236204,,,,,,55.72499999999995,No
2019-08-11,0.054981,0.002898,0.4614989171071044,,,,,,55.72499999999995,No
2019-08-12,0.052938,0.00288,0.023289477834749,,,,,,55.72499999999995,No
2019-08-13,0.052561,0.002825,0.4022470500224305,,,,,,55.72499999999995,No
2019-08-14,0.047,0.002722,-1.0952611925921845,,,,,,55.72499999999995,No
2019-08-15,0.047519,0.00264,0.10211161954498804,,,,,,55.72499999999995,No
2019-08-16,0.046841,0.002681,-0.5812655526915358,,,,,,55.72499999999995,No
2019-08-17,0.047393,0.002646,0.11637742371843798,,,,,,55.72499999999995,No
2019-08-18,0.050731,0.002723,1.0237714961305375,,,,,,55.72499999999995,No
2019-08-19,0.050298,0.002797,0.0060950719195169275,,,,,,55.72499999999995,No
2019-08-20,0.049195,0.002763,-0.6779698556488153,,,,,,55.72499999999995,No
2019-08-21,0.047113,0.002675,-0.958543968540146,,,,,,55.72499999999995,No
2019-08-22,0.04941,0.0027,0.7683618335248451,,,,,,55.72499999999995,No
2019-08-23,0.04979,0.002713,0.9188101836626678,,,,,,55.72499999999995,No
2019-08-24,0.050177,0.002661,2.2757767626745813,,,,,,55.72499999999995,No
2019-08-25,0.049439,0.002662,1.152348836833602,,,,,,55.72499999999995,No
2019-08-26,0.049697,0.002679,0.9163839622271829,,,,,,55.72499999999995,No
2019-08-27,0.049839,0.00262,1.9355831563946857,,,,,,55.72499999999995,No
2019-08-28,0.045825,0.002524,-0.4835590797808136,,,,,,55.72499999999995,No
2019-08-29,0.044697,0.00245,-0.170587277834986,,,,,,55.72499999999995,No
2019-08-30,0.044825,0.002482,-0.6907968000966758,,,,,,55.72499999999995,No
2019-08-31,0.04499,0.002511,-1.1887118992182635,,,,,,55.72499999999995,No
2019-09-01,0.044543,0.002492,-1.6195614333767694,,,,,,55.72499999999995,No
2019-09-02,0.045362,0.002596,-2.477894881680107,,,,,,55.72499999999995,No
2019-09-03,0.046771,0.002595,-0.5412545222585243,,,,,,55.72499999999995,No
2019-09-04,0.045517,0.00269,-3.1848252611116954,,,,,,55.72499999999995,No
2019-09-05,0.044437,0.002531,-0.8606563759977517,,,,,,55.72499999999995,No
2019-09-06,0.044415,0.002509,-0.4139794109583754,,,,,,55.72499999999995,No
2019-09-07,0.046198,0.002515,1.505001684387246,,,,,,55.72499999999995,No
2019-09-08,0.046719,0.002501,2.103523251249326,,,,,,55.72499999999995,No
2019-09-09,0.046931,0.002461,2.533445098223962,,,,,,55.72499999999995,No
2019-09-10,0.04651,0.002437,1.8743984564763503,,,,,,55.72499999999995,No
2019-09-11,0.04499,0.002399,1.0002755451608185,,,,,,55.72499999999995,No
2019-09-12,0.045452,0.002425,0.8265122541582574,,,,,,55.72499999999995,No
2019-09-13,0.045753,0.002426,0.8303261983174642,,,,,,55.72499999999995,No
2019-09-14,0.046524,0.002441,0.970058068774196,,,,,,55.72499999999995,No
2019-09-15,0.046799,0.00246,0.8269969872704451,,,,,,55.72499999999995,No
2019-09-16,0.047071,0.002455,1.0633059236074063,,,,,,55.72499999999995,Yes
2019-09-17,0.049008,0.002608,-0.37664973727390927,,,,,,55.72499999999995,No
2019-09-18,0.053292,0.002719,3.967225200515035,SELL,SELL,0.002719,0.053292,,55.72499999999995,Yes
2019-09-19,0.052504,0.002709,1.501582067832556,,SELL,0.002719,0.053292,3.889999999999985,55.72499999999995,Yes
2019-09-20,0.05234,0.002672,2.013056625748746,SELL,SELL,0.002719,0.053292,4.525000000000006,55.72499999999995,Yes
2019-09-21,0.051922,0.002586,3.073134869258417,SELL,SELL,0.002719,0.053292,6.184999999999982,55.72499999999995,Yes
2019-09-22,0.049111,0.002592,-0.6955124719818102,,SELL,0.002719,0.053292,20.26999999999999,55.72499999999995,Yes
2019-09-23,0.046264,0.002486,-1.6913181898728569,,SELL,0.002719,0.053292,33.975,55.72499999999995,Yes
2019-09-24,0.037573,0.002228,-6.062174918028208,BUY,SELL,0.002719,0.053292,76.13999999999999,55.72499999999995,Yes
2019-09-25,0.039396,0.002197,-1.2723443069731544,,SELL,0.002719,0.053292,66.86999999999999,55.72499999999995,Yes
2019-09-26,0.038229,0.002155,-1.2903505334883898,,SELL,0.002719,0.053292,72.49499999999999,55.72499999999995,Yes
2019-09-27,0.039532,0.002221,-0.9963699253953656,,SELL,0.002719,0.053292,66.31000000000002,55.72499999999995,Yes
2019-09-28,0.038827,0.002234,-1.3007849910413407,,SELL,0.002719,0.053292,69.89999999999999,55.72499999999995,Yes
2019-09-29,0.037486,0.002223,-1.6202671382876213,,SELL,0.002719,0.053292,76.55,55.72499999999995,Yes
2019-09-30,0.038885,0.002387,-1.9049089455349402,BUY,SELL,0.002719,0.053292,70.37499999999999,55.72499999999995,Yes
2019-10-01,0.038507,0.002388,-1.695481731310066,,CB,,,72.27,127.99499999999995,No
2019-10-02,0.039445,0.002351,-0.7560891056123852,,,,,,127.99499999999995,No
2019-10-03,0.038361,0.002325,-0.9918658797253109,,,,,,127.99499999999995,No
2019-10-04,0.039667,0.00236,-0.34012594706611643,,,,,,127.99499999999995,No
2019-10-05,0.03973,0.002322,0.16178317949111423,,,,,,127.99499999999995,No
2019-10-06,0.039324,0.002346,-0.3138631877842285,,,,,,127.99499999999995,No
2019-10-07,0.041672,0.00239,1.2593413327686573,,,,,,127.99499999999995,No
2019-10-08,0.041441,0.002346,2.074937988811859,,,,,,127.99499999999995,No
2019-10-09,0.042629,0.002388,2.2035100195561608,,,,,,127.99499999999995,No
2019-10-10,0.041661,0.002332,1.682918605258092,,,,,,127.99499999999995,Yes
2019-10-11,0.040623,0.002345,0.4259512338859035,,,,,,127.99499999999995,Yes
2019-10-12,0.040542,0.00234,0.2612574403765002,,,,,,127.99499999999995,No
2019-10-13,0.041325,0.002447,-0.8417641324467752,,,,,,127.99499999999995,No
2019-10-14,0.041789,0.002545,-2.320805651819902,,,,,,127.99499999999995,No
2019-10-15,0.039766,0.00251,-3.2617680300561678,,,,,,127.99499999999995,No
2019-10-16,0.038741,0.002607,-3.856471392167633,,,,,,127.99499999999995,No
2019-10-17,0.039524,0.002755,-2.928778309581648,,,,,,127.99499999999995,No
2019-10-18,0.038073,0.002706,-2.2391792410271605,,,,,,127.99499999999995,No
2019-10-19,0.039225,0.002743,-1.4806728714599389,,,,,,127.99499999999995,No
2019-10-20,0.039529,0.00273,-1.0605526290178968,,,,,,127.99499999999995,No
2019-10-21,0.03928,0.002774,-1.1575821904120869,,,,,,127.99499999999995,No
2019-10-22,0.038816,0.002565,-0.08084165512835743,,,,,,127.99499999999995,No
2019-10-23,0.036409,0.002495,-0.46706222876034653,,,,,,127.99499999999995,No
2019-10-24,0.037685,0.002538,0.06338013382377362,,,,,,127.99499999999995,No
2019-10-25,0.041246,0.002684,1.3983016886944633,,,,,,127.99499999999995,No
2019-10-26,0.040547,0.002622,2.0588627811642737,,,,,,127.99499999999995,No
2019-10-27,0.042335,0.002654,2.60084479380532,,,,,,127.99499999999995,No
